,longWordsCnt,allnessTermsCnt,uniqueWordsCnt,negWords,nproCnt,nounCnt,gender
0,0.0,0.004555808656036446,0.6981776765375854,0.03986332574031891,0.0888382687927107,0.31548974943052394,m
1,0.003289473684210526,0.003289473684210526,0.712171052631579,0.044407894736842105,0.046052631578947366,0.4128289473684211,m
2,0.0015151515151515152,0.006060606060606061,0.5878787878787879,0.02727272727272727,0.08484848484848485,0.42272727272727273,m
3,0.0025974025974025974,0.0025974025974025974,0.6116883116883117,0.04415584415584416,0.07272727272727272,0.3961038961038961,m
4,0.0023273855702094647,0.0023273855702094647,0.5124127230411172,0.0360744763382467,0.02948021722265322,0.45888285492629943,m
5,0.0013157894736842105,0.0013157894736842105,0.6065789473684211,0.038157894736842106,0.07631578947368421,0.3815789473684211,m
6,0.0,0.012048192771084338,0.47690763052208834,0.06827309236947791,0.20381526104417672,0.23092369477911648,m
7,0.0,0.005263157894736842,0.6644736842105263,0.04473684210526316,0.06973684210526315,0.37894736842105264,m
8,0.003418803418803419,0.005128205128205128,0.5743589743589743,0.05299145299145299,0.13504273504273503,0.3299145299145299,m
9,0.001813236627379873,0.001813236627379873,0.528558476881233,0.05258386219401632,0.10879419764279238,0.33907524932003624,m
10,0.0048543689320388345,0.001021972406745018,0.4420030659172202,0.04522227899846704,0.09095554420030659,0.4029126213592233,m
11,0.0007791195948578107,0.004674717569146864,0.49902610050642776,0.05492793143747565,0.123490455784963,0.3280093494351383,m
12,0.0013568521031207597,0.0047489823609226595,0.48846675712347354,0.044097693351424695,0.12720488466757124,0.3273405698778833,m
13,0.0,0.005878894767783657,0.5855379188712522,0.03997648442092887,0.07231040564373897,0.39271017048794826,m
14,0.0017123287671232876,0.005136986301369863,0.5710616438356164,0.0702054794520548,0.1053082191780822,0.3133561643835616,m
15,0.0011594202898550724,0.006376811594202898,0.5124637681159421,0.035942028985507246,0.11594202898550725,0.34956521739130436,m
16,0.002677376171352075,0.0107095046854083,0.6854082998661312,0.07228915662650602,0.06693440428380187,0.34002677376171353,m
17,0.0022314313037934334,0.008288173414089895,0.4469238125597705,0.05610455849537775,0.09467644246094996,0.3366273509722665,m
18,0.0,0.0024096385542168677,0.45542168674698796,0.05060240963855422,0.13975903614457832,0.3566265060240964,m
19,0.0022675736961451248,0.0,0.5827664399092971,0.05442176870748299,0.09070294784580499,0.35600907029478457,m
20,0.0005002501250625312,0.003501750875437719,0.544272136068034,0.04302151075537769,0.04602301150575288,0.3796898449224612,m
21,0.004646251319957761,0.0014783526927138332,0.47708553326293557,0.042449841605068636,0.06694825765575502,0.3989440337909187,m
22,0.0,0.0,0.6838407494145199,0.04918032786885246,0.0468384074941452,0.44730679156908665,m
23,0.0,0.005747126436781609,0.5727969348659003,0.039272030651340994,0.12643678160919541,0.32950191570881227,m
24,0.0014684287812041115,0.005873715124816446,0.6284875183553598,0.04552129221732746,0.12481644640234948,0.3377386196769457,m
25,0.0033444816053511705,0.002229654403567447,0.6042363433667781,0.03678929765886288,0.11594202898550725,0.358974358974359,m
26,0.0022172949002217295,0.004434589800443459,0.5698447893569845,0.04582409460458241,0.11677753141167775,0.35698447893569846,m
27,0.0,0.001417434443656981,0.37030474840538624,0.0336640680368533,0.09425939050318922,0.37916371367824236,m
28,0.0015923566878980893,0.0031847133757961785,0.5573248407643312,0.041401273885350316,0.10987261146496816,0.34394904458598724,m
29,0.0027537372147915028,0.0015735641227380016,0.4563335955940205,0.02675059008654603,0.06097560975609756,0.44453186467348543,m
30,0.0038314176245210726,0.0019157088122605363,0.5363984674329502,0.038314176245210725,0.07567049808429119,0.40804597701149425,m
31,0.0018018018018018018,0.0,0.5837837837837838,0.04234234234234234,0.055855855855855854,0.3900900900900901,m
32,0.0029239766081871343,0.0029239766081871343,0.5389863547758285,0.03313840155945419,0.08284600389863547,0.41228070175438597,m
33,0.0025078369905956114,0.0018808777429467085,0.464576802507837,0.02946708463949843,0.06332288401253919,0.44952978056426335,m
34,0.002008032128514056,0.002677376171352075,0.5040160642570282,0.028781793842034806,0.08701472556894244,0.4243641231593039,m
35,0.001968503937007874,0.003937007874015748,0.6082677165354331,0.08267716535433071,0.10433070866141732,0.26968503937007876,m
36,0.0026041666666666665,0.006510416666666667,0.6119791666666666,0.048177083333333336,0.07552083333333333,0.3971354166666667,m
37,0.0009174311926605505,0.0045871559633027525,0.4917431192660551,0.054587155963302755,0.12110091743119267,0.32981651376146787,m
38,0.0015015015015015015,0.003003003003003003,0.5225225225225225,0.02702702702702703,0.07207207207207207,0.4069069069069069,m
