,longWordsCnt,allnessTermsCnt,uniqueWordsCnt,negWords,nproCnt,nounCnt,gender
0,0.0,0.008130081300813009,0.5934959349593496,0.05013550135501355,0.13279132791327913,0.2764227642276423,f
1,0.0017605633802816902,0.0044014084507042256,0.5413732394366197,0.056338028169014086,0.0721830985915493,0.26848591549295775,f
2,0.003171247357293869,0.007399577167019027,0.6416490486257929,0.05391120507399577,0.08139534883720931,0.34460887949260044,f
3,0.000819672131147541,0.000819672131147541,0.5918032786885246,0.03114754098360656,0.12131147540983607,0.3262295081967213,f
4,0.0008904719501335708,0.015138023152270703,0.4933214603739982,0.05253784505788068,0.10596616206589493,0.3205699020480855,f
5,0.0016,0.0112,0.6656,0.056,0.112,0.3328,f
6,0.0,0.0048543689320388345,0.5970873786407767,0.06674757281553398,0.09223300970873786,0.28519417475728154,f
7,0.003183023872679045,0.006896551724137931,0.5251989389920424,0.052519893899204244,0.09230769230769231,0.3777188328912467,f
8,0.0025380710659898475,0.0038071065989847717,0.5951776649746193,0.04568527918781726,0.08375634517766498,0.3895939086294416,f
9,0.0011061946902654867,0.008849557522123894,0.5652654867256637,0.051991150442477874,0.13274336283185842,0.32079646017699115,f
10,0.0007818608287724785,0.003127443315089914,0.35731039874902265,0.0508209538702111,0.12587959343236904,0.2470680218921032,f
11,0.0,0.007675438596491228,0.46600877192982454,0.043859649122807015,0.13267543859649122,0.3119517543859649,f
12,0.0,0.009193776520509194,0.5275813295615276,0.04667609618104668,0.12871287128712872,0.3246110325318246,f
13,0.0005633802816901409,0.004507042253521127,0.3143661971830986,0.04338028169014085,0.14338028169014083,0.28225352112676055,f
14,0.0029154518950437317,0.010689990281827016,0.5578231292517006,0.0369290573372206,0.13411078717201166,0.3051506316812439,f
15,0.0,0.009615384615384616,0.5348557692307693,0.06610576923076923,0.12860576923076922,0.2824519230769231,f
16,0.0017793594306049821,0.004448398576512456,0.505338078291815,0.046263345195729534,0.14590747330960854,0.33362989323843417,f
17,0.001959503592423253,0.0045721750489875895,0.5048987589810582,0.05094709340300457,0.18419333768778576,0.2802090137165251,f
18,0.001893939393939394,0.003787878787878788,0.5160984848484849,0.041666666666666664,0.13257575757575757,0.3560606060606061,f
19,0.0006825938566552901,0.0061433447098976105,0.5098976109215017,0.04778156996587031,0.12627986348122866,0.3242320819112628,f
20,0.0,0.003869303525365434,0.42605331040412725,0.0468615649183147,0.14273430782459157,0.3142734307824592,f
21,0.002777777777777778,0.002777777777777778,0.8138888888888889,0.03888888888888889,0.03888888888888889,0.4083333333333333,f
22,0.0,0.0040453074433656954,0.4935275080906149,0.04773462783171521,0.12540453074433658,0.31715210355987056,f
23,0.0,0.010638297872340425,0.6453900709219859,0.05319148936170213,0.07092198581560284,0.3617021276595745,f
24,0.0,0.010835913312693499,0.6052631578947368,0.03715170278637771,0.13003095975232198,0.3761609907120743,f
25,0.0,0.007616974972796518,0.49075081610446136,0.04352557127312296,0.11207834602829161,0.36235038084874865,f
26,0.002094972067039106,0.004888268156424581,0.48463687150837986,0.04399441340782123,0.1138268156424581,0.3575418994413408,f
27,0.001379310344827586,0.008275862068965517,0.6372413793103449,0.05517241379310345,0.038620689655172416,0.36551724137931035,f
28,0.0,0.0030303030303030303,0.463030303030303,0.05515151515151515,0.13090909090909092,0.3296969696969697,f
29,0.003009027081243731,0.008525576730190571,0.5501504513540622,0.04914744232698094,0.10330992978936811,0.33099297893681046,f
30,0.0,0.00727802037845706,0.6069868995633187,0.040756914119359534,0.13973799126637554,0.3027656477438137,f
31,0.0,0.0113314447592068,0.6487252124645893,0.053824362606232294,0.07365439093484419,0.3031161473087819,f
32,0.0016348773841961854,0.014168937329700272,0.4768392370572207,0.05340599455040872,0.14659400544959128,0.27574931880108994,f
33,0.0008176614881439084,0.004905968928863451,0.5110384300899428,0.032706459525756335,0.1357318070318888,0.30498773507767785,f
34,0.0037735849056603774,0.0,0.6314465408805031,0.04150943396226415,0.08679245283018867,0.37484276729559746,f
35,0.0019029495718363464,0.003330161750713606,0.5009514747859182,0.039961941008563276,0.0818268315889629,0.39581351094196005,f
36,0.0015337423312883436,0.002556237218813906,0.5199386503067485,0.04652351738241309,0.08588957055214724,0.39519427402862983,f
37,0.0,0.0026246719160104987,0.4881889763779528,0.03674540682414698,0.10498687664041995,0.3700787401574803,f
38,0.0026690391459074734,0.012455516014234875,0.5329181494661922,0.06494661921708185,0.07473309608540925,0.3096085409252669,f
39,0.0026917900403768506,0.00493494840735756,0.5549573799910273,0.052489905787348586,0.05697622252131,0.35172723194257516,f
40,0.00048496605237633366,0.004849660523763337,0.51454898157129,0.05140640155189137,0.07322987390882638,0.33462657613967023,f
41,0.002727768685215494,0.002182214948172395,0.5040916530278232,0.04091653027823241,0.11292962356792144,0.31369339879978175,f
42,0.0025109855618330196,0.003138731952291274,0.5994978028876334,0.04896421845574388,0.08788449466415568,0.3804143126177024,f
43,0.0,0.00597609561752988,0.5737051792828686,0.04780876494023904,0.10956175298804781,0.33266932270916333,f
44,0.0,0.005856515373352855,0.5051244509516838,0.043923865300146414,0.14641288433382138,0.3191800878477306,f
45,0.0,0.016216216216216217,0.5972972972972973,0.04594594594594595,0.15675675675675677,0.24594594594594596,f
46,0.0005649717514124294,0.002824858757062147,0.3593220338983051,0.038700564971751415,0.12231638418079097,0.3576271186440678,f
47,0.0,0.003416856492027335,0.5785876993166287,0.03758542141230068,0.10478359908883828,0.3724373576309795,f
48,0.002955665024630542,0.005911330049261084,0.5349753694581281,0.04532019704433497,0.12610837438423644,0.33201970443349754,f
